"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 12:56:59,FALSE,NA,"1467840494596247559",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bangtan_1hot100",1700,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 12:56:59,FALSE,NA,"1467840494407675904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StefanniNarra2",1700,TRUE,FALSE,NA,NA
"RT @vminggukx: this feels SURREAL! like seeing bts on my ig tl, tweeting “jungkook posted on instagram” “joon commented on jk’s ig post!” o…",FALSE,0,NA,2021-12-06 12:56:59,FALSE,NA,"1467840492838678530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",97,TRUE,FALSE,NA,NA
"RT @taegguk_luv_: The amount of photos they uploaded after opening their own accounts 😆💜

#btsoninstagram #BTS https://t.co/chTnsDRWII",FALSE,0,NA,2021-12-06 12:56:58,FALSE,NA,"1467840489840078854",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhaicipres31",39,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:57,FALSE,NA,"1467840487000211457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bibaii",877,TRUE,FALSE,NA,NA
"A damnnnn creative username🤯🤯just Jungkook type
N here we all can just think of our names as username or just its s… https://t.co/JNdTxTDyhy",FALSE,1,NA,2021-12-06 12:56:57,TRUE,NA,"1467840486886952961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baddbadbyee",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:56,FALSE,NA,"1467840481103130628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DontCallMe_Stef",877,TRUE,FALSE,NA,NA
"RT @_heymitchie: REST WHO/WHAT/WHEN??? IG Accounts!! May IG 😂 #btsoninstagram https://t.co/sLPlnTffT2",FALSE,0,NA,2021-12-06 12:56:56,FALSE,NA,"1467840480335388672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saniya71j",311,TRUE,FALSE,NA,NA
"Finallllyyyyyy....#btsoninstagram",FALSE,0,NA,2021-12-06 12:56:55,FALSE,NA,"1467840478758404096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_mkayem",0,FALSE,FALSE,NA,NA
"Kaget banget #bts
#btsoninstagram",FALSE,0,NA,2021-12-06 12:56:55,FALSE,NA,"1467840478309609479",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jiniejje",0,FALSE,FALSE,NA,NA
"@instagram you fix your notifi thing😭 cuz #btsoninstagram &amp; we can't afford to miss any live or post😭",FALSE,0,"instagram",2021-12-06 12:56:55,FALSE,NA,"1467840476619235329","180505807","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sUgaRpLuM6_1",0,FALSE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 12:56:55,FALSE,NA,"1467840476296404996",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JEJEARMY10",1404,TRUE,FALSE,NA,NA
"RT @adoretks: NOT JOON TAGGING YOONGI AS THE CAT OMG 😭 this is the cutest fucking thing i’ve seen all week #btsoninstagram https://t.co/U3s…",FALSE,0,NA,2021-12-06 12:56:53,FALSE,NA,"1467840469900144642",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","juegaizuku",107,TRUE,FALSE,NA,NA
"Namjoon close his likes
Today their gonna try everything😂
@BTS_twt 
#btsoninstagram https://t.co/Og1LOeX41f",FALSE,1,NA,2021-12-06 12:56:53,FALSE,NA,"1467840469203832839",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arnicatolerant",0,FALSE,FALSE,NA,NA
"RT @namgijinist: bangtan opened their personal ig accounts only for them to turn off comments and follow each other. we're all gonna 8-whee…",FALSE,0,NA,2021-12-06 12:56:53,FALSE,NA,"1467840467135975430",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nay_v_",134,TRUE,FALSE,NA,NA
"RT @savedme_fine: Vmin🐯🐥 having separation anxiety and flirting through instagram😭💕💜
#btsoninstagram https://t.co/pNSMmLQaaf",FALSE,0,NA,2021-12-06 12:56:53,FALSE,NA,"1467840466649497601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taetaebias4",467,TRUE,FALSE,NA,NA
"RT @JennieB98: Jungkook after graduating from JinHit University 
#btsoninstagram https://t.co/D7C8ftenlF",FALSE,0,NA,2021-12-06 12:56:52,FALSE,NA,"1467840466116767746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",15,TRUE,FALSE,NA,NA
"RT @savedme_fine: Vmin🐯🐥 having separation anxiety and flirting through instagram😭💕💜
#btsoninstagram https://t.co/pNSMmLQaaf",FALSE,0,NA,2021-12-06 12:56:52,FALSE,NA,"1467840463508058122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jazminhazarel",467,TRUE,FALSE,NA,NA
"RT @AgoncilloBiya: did you also realized that Jhope has amazing username on IG 🙈😍💜 @BTS_twt #btsoninstagram #BTS 🤟🏻 https://t.co/yboKzfjECM",FALSE,0,NA,2021-12-06 12:56:50,FALSE,NA,"1467840457950777345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zxcvbnkka",1,TRUE,FALSE,NA,NA
"Wait, what? #btsoninstagram",FALSE,0,NA,2021-12-06 12:56:50,FALSE,NA,"1467840457803956227",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amorfatietlux",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:50,FALSE,NA,"1467840455052193792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaydine_cheysi",877,TRUE,FALSE,NA,NA
"#btsoninstagram
😂😂 Them ""The Soulmates"" https://t.co/f7Jyb8Og8G",FALSE,0,NA,2021-12-06 12:56:49,FALSE,NA,"1467840450392477697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JustinS78674681",0,FALSE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 12:56:48,FALSE,NA,"1467840449117315088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AwJimena",1700,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:48,FALSE,NA,"1467840448941096963",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hanam951",877,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:46,FALSE,NA,"1467840437989871627",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tlkngttwall",1145,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:46,FALSE,NA,"1467840437419450376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hopeisntover",877,TRUE,FALSE,NA,NA
"RT @Glorious795: Bangtan has their own instagram account now!?!?aahhh..which means time to open an instagram account!!! 
2022 is gonna be a…",FALSE,0,NA,2021-12-06 12:56:46,FALSE,NA,"1467840437029421061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D2MnSuga",192,TRUE,FALSE,NA,NA
"RT @Jismkook_twt: Jungkook has officially done the most “gen-z raised by millennials” thing ever..just look at his user name😌👌😂
#btsoninsta…",FALSE,0,NA,2021-12-06 12:56:45,FALSE,NA,"1467840435515129861",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",14,TRUE,FALSE,NA,NA
"RT @btsforever0213: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 12:56:45,FALSE,NA,"1467840434152292355",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrincessParcon2",2,TRUE,FALSE,NA,NA
"RT @adoretks: NOT JOON TAGGING YOONGI AS THE CAT OMG 😭 this is the cutest fucking thing i’ve seen all week #btsoninstagram https://t.co/U3s…",FALSE,0,NA,2021-12-06 12:56:44,FALSE,NA,"1467840431723483138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","111_love_urself",107,TRUE,FALSE,NA,NA
"RT @HilmaJjh15: Aaaa so sweet username nya^o^

#btsoninstagram https://t.co/KkgcIeXDaA",FALSE,0,NA,2021-12-06 12:56:44,FALSE,NA,"1467840430242861061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HilmaJjh15",1,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:42,FALSE,NA,"1467840423980724224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saniya71j",1145,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:42,FALSE,NA,"1467840423767035906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hasnaabee",1145,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:42,FALSE,NA,"1467840422537936901",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hayatariffin",1145,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 12:56:42,FALSE,NA,"1467840422026354689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taetaebias4",1700,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 12:56:42,FALSE,NA,"1467840422005420036",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LJhanys",1700,TRUE,FALSE,NA,NA
"did you also realized that Jhope has amazing username on IG 🙈😍💜 @BTS_twt #btsoninstagram #BTS 🤟🏻 https://t.co/yboKzfjECM",FALSE,1,NA,2021-12-06 12:56:41,FALSE,NA,"1467840418583035907",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgoncilloBiya",1,FALSE,FALSE,NA,NA
"Please u all legendary Day I am not forgetting it 😭😭😭😭tell me exactly what hour they did it
#6_3_2021… https://t.co/CrElkrH48n",FALSE,0,NA,2021-12-06 12:56:41,TRUE,NA,"1467840418314432512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tulip19670802",0,FALSE,FALSE,NA,NA
"All of this is cool why ain't the translation system not working can anyone explain Instagram has translation though #btsoninstagram",FALSE,0,NA,2021-12-06 12:56:39,FALSE,NA,"1467840411624345607",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aadya88115520",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:39,FALSE,NA,"1467840408788996103",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GRLXVS",877,TRUE,FALSE,NA,NA
"What!!!Bts finally opened their own individual insta.Honestly I felt like this jungkook meme #btsoninstagram https://t.co/bcJAyZCaEZ",FALSE,1,NA,2021-12-06 12:56:39,FALSE,NA,"1467840408080187397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anniemae0059",0,FALSE,FALSE,NA,NA
"watch us all wake up from this dream…  #btsoninstagram https://t.co/cnMPdYgu7D",FALSE,0,NA,2021-12-06 12:56:38,FALSE,NA,"1467840407006597126",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BTBTBTS_armyami",0,FALSE,FALSE,NA,NA
"RT @dreamsaidhello: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 12:56:38,FALSE,NA,"1467840405475672076",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kjooning",167,TRUE,FALSE,NA,NA
"RT @HumairaaRJ: Armys nowadays. Pusing pusing sampai abang jamil mampos😂

#btsoninstagram #BTS @BTS_twt https://t.co/WCMCa3gKXJ",FALSE,0,NA,2021-12-06 12:56:38,FALSE,NA,"1467840403718037506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",76,TRUE,FALSE,NA,NA
"DEVASTATED. Again. OH HOBI MY POOR HEART. He is such a darling. 💜 #Jhope #Hobi #btsoninstagram #BTS https://t.co/96B4HJg4yl",FALSE,0,NA,2021-12-06 12:56:37,FALSE,NA,"1467840402933886984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MizLicketySplit",0,FALSE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:37,FALSE,NA,"1467840402208083983",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","111_love_urself",1145,TRUE,FALSE,NA,NA
"Aaaa so sweet username nya^o^

#btsoninstagram https://t.co/KkgcIeXDaA",FALSE,0,NA,2021-12-06 12:56:37,FALSE,NA,"1467840399674802181",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HilmaJjh15",1,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:36,FALSE,NA,"1467840398798118917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hphungkc",877,TRUE,FALSE,NA,NA
"RT @ishyungshi: welcome to ig tannies~~📱📸
🐨🐹🐱🐿🐥🐻🐰 

ends 11:59pm 

- follow this account
- rt, like, tag friendsss
- 10 winners 🙋🏻‍♀️🙋🏻‍♀️…",FALSE,0,NA,2021-12-06 12:56:35,FALSE,NA,"1467840392766705667",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sleepyshooky_zz",216,TRUE,FALSE,NA,NA
"RT @tanniekosmossss: Jungkookie &amp; Namjoonie posted a pic on their Instagram account. They’re now starting to discover Instagram though. OMG…",FALSE,0,NA,2021-12-06 12:56:35,FALSE,NA,"1467840391546163205",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",43,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:34,FALSE,NA,"1467840389075779586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thvtaetae",877,TRUE,FALSE,NA,NA
"RT @bts_we_are_7: Army's trying to keep up with bts updates on twitter, Weverse and Instagram from now on
#btsoninstagram #방탄소년단 https://t.…",FALSE,0,NA,2021-12-06 12:56:33,FALSE,NA,"1467840386437582851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","koobbystarcandy",6,TRUE,FALSE,NA,NA
"When they already have an ig account but you can't understand it...i guess it's time to study their language 😭😭… https://t.co/sOj2vS1U4V",FALSE,1,NA,2021-12-06 12:56:33,TRUE,NA,"1467840384995061760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Creature1025",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:33,FALSE,NA,"1467840382847250434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lei_with_luv",877,TRUE,FALSE,NA,NA
"RT @Ri_InTheSky: It's not that hard to follow all the seven accounts :)
just a reminder,kindly look into it! 
Thank you!
( Jus felt like sa…",FALSE,0,NA,2021-12-06 12:56:33,FALSE,NA,"1467840382595592199",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",18,TRUE,FALSE,NA,NA
"RT @myeuphoriatae_: THEM HAVING INSTAGRAM ACCOUNTS FEELS SO UNREAL .
AND PLEASE THEY'RE SO CUTE. 
JUNGKOOKS INSTA USERNAME IS KILLING ME .…",FALSE,0,NA,2021-12-06 12:56:32,FALSE,NA,"1467840381723504643",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alleyhues0T7",202,TRUE,FALSE,NA,NA
"RT @Isolated_musing: @hobigiggle Y'all....
Don't be so happy for #BTS on Instagram. They are on vacation and away from each other.
They jus…",FALSE,0,NA,2021-12-06 12:56:31,FALSE,NA,"1467840374572036102",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AwJimena",1,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 12:56:30,FALSE,NA,"1467840370889351168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D2MnSuga",1145,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:30,FALSE,NA,"1467840370788737028",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ot7Israel",877,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:29,FALSE,NA,"1467840367743676422",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sky_mcielo27",877,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:28,FALSE,NA,"1467840363838595072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aquanamu16",877,TRUE,FALSE,NA,NA
"RT @ishxbts: All BTS members now have an official individual Instagram accounts! Follow right now.

Hoping Instagram servers don’t crash an…",FALSE,0,NA,2021-12-06 12:56:26,FALSE,NA,"1467840356314009601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PRITI1302",375,TRUE,FALSE,NA,NA
"RT @jinniesfl: JIN POSTED ON INSTAGRAM🦋

#SuperTunaByJin 
#btsoninstagram https://t.co/fZMFHPI6cb",FALSE,0,NA,2021-12-06 12:56:26,FALSE,NA,"1467840355059916800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",29,TRUE,FALSE,NA,NA
"I can't believe 😢😢😢 my bubbas are on Instagram ahh finally they have their personal accounts I am so happy #btsoninstagram",FALSE,0,NA,2021-12-06 12:56:25,FALSE,NA,"1467840351809331204",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Poojati88445475",0,FALSE,FALSE,NA,NA
"RT @m_turuaphrodite: From now on Yoongi be like-
3 selcas in 3 sns- Twitter, weverse and Instagram🤣💜💜

Also ARMYs too-
#btsoninstagram #YOO…",FALSE,0,NA,2021-12-06 12:56:24,FALSE,NA,"1467840348051238912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","111_love_urself",99,TRUE,FALSE,NA,NA
"Only J and K dont have ""new instagram account"" in his profile. Looks like he made his account long time ago. Why di… https://t.co/9Kg8qtic9p",FALSE,1,NA,2021-12-06 12:56:24,TRUE,NA,"1467840346772021250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bbshkld",0,FALSE,FALSE,NA,NA
"RT @KomalLal20: All I want for this Christmas is you🎅🐻🍓
#TAETAE #btsoninstagram https://t.co/MOIVHRSaRy",FALSE,0,NA,2021-12-06 12:56:24,FALSE,NA,"1467840346683969538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",32,TRUE,FALSE,NA,NA
"I still can't believe #btsoninstagram https://t.co/mmHWlQ07wd",FALSE,0,NA,2021-12-06 12:56:24,FALSE,NA,"1467840345287249923",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TannieCupcake7",0,FALSE,FALSE,NA,NA
"#btsoninstagram omg! They have their personal account on ig 🥳🥰😻 i am soo happy 😻 it seems like 2022 gonna be amazin… https://t.co/0trrCu50xI",FALSE,0,NA,2021-12-06 12:56:22,TRUE,NA,"1467840337292894209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puja996",0,FALSE,FALSE,NA,NA
"COMO QUE BANGTAN TIENE INSTAGRAM, HELP #btsoninstagram",FALSE,0,NA,2021-12-06 12:56:21,FALSE,NA,"1467840335766343691",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hobiiniee",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:21,FALSE,NA,"1467840334289784835",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ttaebokkie",877,TRUE,FALSE,NA,NA
"RT @m_turuaphrodite: From now on Yoongi be like-
3 selcas in 3 sns- Twitter, weverse and Instagram🤣💜💜

Also ARMYs too-
#btsoninstagram #YOO…",FALSE,0,NA,2021-12-06 12:56:20,FALSE,NA,"1467840331152785408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blushlnie",99,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 12:56:20,FALSE,NA,"1467840329122344966",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dccn31",1404,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:20,FALSE,NA,"1467840328640172037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsnxna",877,TRUE,FALSE,NA,NA
"Not my cousin thinking all the instas are fake 😂😂 #btsoninstagram #BTS @BTS_twt https://t.co/muqPIiqrQL",FALSE,1,NA,2021-12-06 12:56:19,FALSE,NA,"1467840326815596547",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hasnaabee",0,FALSE,FALSE,NA,NA
"RT @Btsarmy94058175: In just seconds the members got 2m followers on ig!!!
#btsoninstagram https://t.co/kmpoLD6j5w",FALSE,0,NA,2021-12-06 12:56:19,FALSE,NA,"1467840325666308096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Whalien_52Hz_",32,TRUE,FALSE,NA,NA
"The way I burst out laughing 🤣
@BTS_twt #btsoninstagram https://t.co/P1mw8lNsCM",FALSE,0,NA,2021-12-06 12:56:19,FALSE,NA,"1467840324915671050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yoongi00yeonjun",0,FALSE,FALSE,NA,NA
"RT @ishxbts: All BTS members now have an official individual Instagram accounts! Follow right now.

Hoping Instagram servers don’t crash an…",FALSE,0,NA,2021-12-06 12:56:18,FALSE,NA,"1467840322579628033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alleyhues0T7",375,TRUE,FALSE,NA,NA
"RT @EatKookieSnce97: Jeon Jungkook just change his profile on Instagram omooo
#btsoninstagram https://t.co/H2rVbLPseq",FALSE,0,NA,2021-12-06 12:56:18,FALSE,NA,"1467840320008523781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blushlnie",79,TRUE,FALSE,NA,NA
"OMGGGGGGG NAA NAY INDIVIDUAL OFFICIAL IG ACCOUNTS ANG BTS!!!!!! 😭💖✨😍🎉 @BTS_twt 
#btsoninstagram #BTS",FALSE,0,NA,2021-12-06 12:56:17,FALSE,NA,"1467840318175588352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariajonaho",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 12:56:14,FALSE,NA,"1467840305139306499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soft_fia1",877,TRUE,FALSE,NA,NA
